doc_id,headline
2577,"Cooke Vows to Learn Athens Lesson Nicole Cooke could ride in four or more Olympics but the pain of her first will always be with her. After finishing just outside the medal placings in Sunday #39;s road race, the Welsh cyclist put herself through another half-hour of sun-baked agony in the ..."
2578,US Women Shatter Olympic 800-Meter Freestyle Relay Record The United States has shattered a 17-year-old world record in the women #39;s Olympic 800-meter freestyle relay.
2579,Reid opens his Ireland account Wanted man Andy Reid did his market value no harm by grabbing his first Republic of Ireland goal against Bulgaria at Lansdowne Road tonight.
2580,Sadr agrees to lay down arms Iraq #39;s rebel Shiite cleric Moqtada al-Sadr accepted a peace plan to lay down arms and join a Baghdad conference forming an interim national assembly.
2581,"Karzai Sworn in as Afghanistan's President  KABUL (Reuters) - Hamid Karzai was sworn in as  Afghanistan's first popularly elected president Tuesday,  promising to bring peace to the war-torn nation and end the  economy's dependence on narcotics."
2582,"Soldier, 4 Militants Die in Renewed Gaza Fighting  GAZA (Reuters) - Four Palestinian militants and an Israeli  soldier were killed Tuesday in the heaviest Gaza fighting since  Yasser Arafat's death, raising the prospect that renewed  violence could complicate a vote for his successor."
2583,"Ukraine in Turmoil as Agreement Crumbles  KIEV, Ukraine (Reuters) - Ukraine's outgoing leader denied  on Tuesday he had agreed on concessions with his opponents to  end a crisis that has plunged the country into turmoil and  driven a wedge between Russia and the West."
2584,"After Bell: Synopsys Falls, CACI Gains  NEW YORK (Reuters) - Shares of Synopsys Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SNPS.O target=/stocks/quickinfo/fullquote""&gt;SNPS.O&lt;/A&gt;  tumbled on Wednesday after the semiconductor design software  maker reported lower third-quarter net income and said  fourth-quarter earnings and revenues would be below Wall Street  estimates."
2585,U.S. Treasury Debt Prices Drop  NEW YORK (Reuters) - U.S. Treasury debt prices dropped on  Wednesday as the market succumbed to profit-taking after  racking up sizable gains over the past month.
2586,"Intuit Posts Wider Loss on Acquisitions (AP) AP - Intuit Inc., the maker of TurboTax tax-preparation software and QuickBooks accounting programs, posted a wider loss in its latest quarter on acquisition-related expenses."
2587,"US deaths in combat near 1,000, Iraqi PM meets Putin BAGHDAD (AFP) - The number of US soldiers killed in combat in Iraq neared 1,000 after a spike in violence, as Prime Minister Iyad Allawi prepared for talks in Moscow aimed at reviving business ties despite Russia #39;s opposition to the US-led war."
2588,"Samsung network aims to keep Olympics on track Cell phones and special network let officials, reporters access info on event results, medal counts, event cancellations and the like."
2589,Google gets IPO green light from SEC The U.S. Securities and Exchange Commission (SEC) on Wednesday gave its approval for Google to proceed with its initial public offering (IPO).
2590,"Army Deserter to Move to Japan Former US army sergeant Charles Robert Jenkins, who deserted to North Korea (news - web sites) four decades ago, said he decided to turn himself in to the US military and risk jail for the sake of his North Korean-born daughters, whom he feared might be"
2591,"Finnish teenagers come top again in school skills Finland has kept its place at the top of a survey measuring teenagers #39; educational skills, with schools in some Asian countries also among the best performers."
2592,"Temporary Flight Caps Are Just That  quot;We #39;ve worked hard to balance the need to provide vibrant air service and grow the economy with the need to clear the skies over O #39;Hare, quot; said Mineta.  quot;The process worked, yielding substantial reductions that will produce results for the ..."
2593,"How Redmond Won Newham Microsoft chalked up a couple of government contract wins in the UK this week. But while Redmond touts total cost of ownership studies (TCO), an open source consultant says the numbers don #39;t add up."
2594,"Spruced up 64-bit Windows beta ready Microsoft on Wednesday made available the latest builds of its 64-bit version of Windows XP Professional and Windows Server 2003 Enterprise, that each features a handful of new improvements including the Luna user interface, Windows Messenger, Windows ..."
2595,"Kuranyi gives Klinsmann debut win VIENNA, Austria -- Kevin Kuranyi scored a hat-trick as Germany began life under new coach Juergen Klinsmann with a 3-1 win in a friendly against Austria."
2596,"Hungary defeats Scotland GLASGOW, Scotland (AP) - Szabolcs Huszti scored two goals as Hungary defeated Scotland 3-0 on Wednesday in an international friendly."
2597,"Sadr agrees to end Najaf crisis NAJAF, Iraq (Reuters) - A radical Iraqi cleric leading a Shi #39;ite uprising has agreed to disarm his militia and leave one of the country #39;s holiest Islamic shrines after warnings of an onslaught by government forces."
2598,"The Olympics - weapon of mass distraction As Australians watch their country #39;s flag being raised yet again in Athens, it can be imagined that no one is more pleased, nor more relieved, than Prime Minister John Howard, writes The Dominion Post in an editorial."
2599,"Japan Greets U.S. Army Deserter Jenkins (AP) AP - A North Carolina man who deserted the U.S. Army for North Korea nearly 40 years ago was greeted by cheering crowds Tuesday in his wife's hometown on a remote island in northern Japan, where he said he plans to live his ""remaining days."""
2600,"NewsView: Mosque Adds Problems for U.S. (AP) AP - The Bush administration is supporting the Iraqi government as it uses diplomacy and the threat of force to oust radical Shiite cleric Muqtada al-Sadr's militia from a holy shrine in Najaf. At the same time, it is trying to steer clear of becoming the target of an angry Muslim world."
2601,"After the Bell: Shares of Synopsys Tumble  NEW YORK (Reuters) - Shares of Synopsys Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SNPS.O target=/stocks/quickinfo/fullquote""&gt;SNPS.O&lt;/A&gt;  tumbled on Wednesday after the semiconductor design software  maker reported lower third-quarter net income and said  fourth-quarter earnings and revenues would be below Wall Street  estimates."
2602,U.S.: Al-Sadr Withdrawal Would Be Welcome (AP) AP - The Bush administration reacted suspiciously Wednesday to reports that the radical Shiite cleric Muqtada al-Sadr had accepted a peace plan to end fighting in Najaf.
2603,"Stocks Close Higher Ahead of Google IPO NEW YORK - Investors shrugged off rising crude futures Wednesday to capture attractively valued shares, sending the Nasdaq composite index up 2 percent ahead of Google Inc.'s much-anticipated initial public offering of stock. The Dow Jones industrial average rose more than 110 points..."
2604,"Radical Cleric Accepts Najaf Peace Plan NAJAF, Iraq - Radical Shiite cleric Muqtada al-Sadr accepted a peace plan Wednesday that would disarm his militia and remove them from their hideout in a revered shrine, raising hopes of resolving a crisis that has angered many of Iraq's majority Shiites and threatened to undermine the fledgling interim government.    But al-Sadr has made contradictory statements in the past, and aides to the cleric said he still wanted to negotiate details of the deal to end two weeks of fighting between his forces and U.S.-led troops..."
2605,"Hamm Wins All-Around Gymnastics Title ATHENS, Greece - With his medal hopes all but gone after he hit the judges' table on his vault landing, Paul Hamm performed two of the most spectacular routines of his career to win the men's all-around gymnastics title by the closest Olympics margin ever.   ""I'm happy right now..."
2606,"Wen Ho Lee Reporters Held in Contempt WASHINGTON - A federal judge held five reporters in contempt Wednesday for refusing to identify their sources for stories about Wen Ho Lee, a former nuclear weapons scientist once suspected of spying.    U.S..."
2607,Egypt announces 'breakthrough' on Mideast peace (AFP) AFP - Key players in the search for Middle East peace have reached understanding on a plan that could lead to a comprehensive settlement.
2608,"MLB, players #39; union engage in steroid talks CBC SPORTS ONLINE - Major League Baseball players and owners are currently meeting to hammer out a deal that would toughen rules on steroid testing in baseball."
2609,NVidia to power Sony #39;s Playstation 3 Sony and nVidia are to co-develop a graphics engine to power graphics cards and entertainment consoles. The chip will be used in nVidia #39;s GeForce cards which will power forthcoming consumer devices from Sony
2610,"Oracle Unveils Standalone Business Intelligence Product Oracle Corp. on Monday introduced a standalone business intelligence product that #39;s designed to address a large portion of an enterprise #39;s analytical requirements, including information access"
2611,Weak demand behind Google price cut news analysis Google #39;s decision to cut back its public offering by as much as 30 percent represents a stinging rebuke for a deal once heralded as a surefire windfall not only for the company but the technology industry at large.
2612,"US airlines agree to cut flights at Chicago #39;s O #39;Hare CHICAGO, Aug 18 (Reuters) - US airlines have agreed to limit flights into Chicago #39;s O #39;Hare International Airport at peak periods to stem record delays that have slowed aviation nationwide, federal officials said on Wednesday."
2613,"Half of US Web Users Now on Broadband -- Report NEW YORK (Reuters) - More than half of all US residential Internet users reached the Web via fast broadband connections in July, outpacing use of slower, dial-up connections for the first time, market researcher Nielsen//NetRatings said on ..."
2614,"It #39;s hip, it #39;s funky, it #39;s a PC made just for teens AUSTIN (Texas) - It is not your typical, humdrum, slate-coloured computer. Not only is the PC known as the  #39;hip-e #39; almost all white, but its screen and keyboard are framed in fuzzy pink fur. Or a leopard skin design. Or a graffiti-themed pattern."
2615,Scotland V Hungary Player Ratings David Marshall  The Celtic goalkeeper continued his rapid rise to fame with his first international start. Blameless at the penalty and was given no chance with Hustzi #39;s stunning second. Unlucky to have Pressley #39;s attempted clearance cannon off him ...
2616,"Bargain-hunting, Iraq deal push up US shares NEW YORK : US share prices surged on Wednesday as bargain hunting and news of a peace deal in the Iraqi city of Najaf overcame all-time high oil prices and weak demand for the Google share float."
2617,"Vonage: Dial 311 for city info Subscribers of the company's Net phone service can get information on park locations, public transit, and so on."
2618,"England, Germany Win Cup Qualifying Preps (AP) AP - Looking to rebound after poor showings in Euro 2004, England and Germany won tuneup games Wednesday in preparation for qualifiers for the 2006 World Cup."
2619,Dolphins Player Pleads Innocent to Assault (AP) AP - Miami Dolphins receiver David Boston pleaded innocent Tuesday to charges of assaulting a ticket agent at the Burlington International Airport in October.
2620,"Delta seeks permission to buy back certain bonds NEW YORK, Aug 18 (Reuters) - Delta Air Lines (DAL.N: Quote, Profile, Research) said on Wednesday it was asking permission to buy back debt from about 10 percent of its bondholders, in a first step toward the struggling company #39;s efforts to restructure its ..."
2621,Briefly: Vonage users dial 311 for city info roundup Plus: Mozilla makes Japanese push...Macromedia offers Flash video tool...UTStarcom wins Indian IP gear contract.
2622,IBM chalks up two health care wins The deals with a university medical center and a California health care provider come two weeks after a win with the Mayo Clinic.
2623,"Results of Presidential Campaign Polls (AP) AP - Results of recent polls on the presidential race. Listed above each set of results is the name of the 2000 winner in a given state, the organization that conducted the poll, the dates, the number interviewed, whether it was adults, registered voters (RV) or likely voters (LV) and the margin of error (MoE). Results may not total 100 percent because of rounding."
2624,Crowd Inspires Greek Beach Volleyballers; US Duo Ousted ATHENS (Reuters) - A roaring crowd helped inspire Greece #39;s top women #39;s beach volleyball team to trounce China on Wednesday and reach the next round.
2625,"Golfer Ryan Baca Misses Cut at US Amateur MAMARONECK, NY - Baylor senior Ryan Baca (Richmond, Texas) finished tied for 128th with a 36-hole total of 155 at the 104th US Amateur golf championship at the 7,266-yard, par-70 Winged Foot Golf Club West Course Tuesday."
2626,"Sharon #39;s party rejects coalition bid TEL AVIV (Reuters) - Israeli Prime Minister Ariel Sharon #39;s Likud party has voted to bar him from forming a coalition with the Labour opposition, an embarrassing blow that complicates his plan to withdraw from occupied Gaza."
2627,"Arafat Admits Mistakes, Slow on Palestinian Reform RAMALLAH, West Bank (Reuters) - Palestinian President Yasser Arafat made a rare admission of mistakes on Wednesday and urged reforms to end corruption after an unprecedented wave of turmoil."
2628,"African Union pledges to send more troops to Darfur KIGALI,Rawanda, Aug 18, 2004 (RNA)-- The African Union has pledged to send more troops to Darfur, Sudan, to protect civilians in case militias resume attacks on them, official sources told RNA.  quot;This is essential in order to give ourselves sufficient ..."
2629,"Study: Global Warming Could Affect Calif. (AP) AP - Global warming could cause dramatically hotter summers and a depleted snow pack in California, leading to a sharp increase in heat-related deaths and jeopardizing the water supply, according to a study released Monday."
2630,New Bird Species Found in Philippines (AP) AP - Filipino and British wildlife researchers say they've stumbled upon what appears to be a new species of flightless bird found only on the tiny forested island of Calayan in the northern Philippines.
2631,Briefly: IBM chalks up two health care wins roundup Plus: Vonage users dial 311 for city info...Mozilla makes Japanese push...Macromedia offers Flash video tool.
2632,Freddie Mac Says May Face SEC Action (Reuters) Reuters - Mortgage finance company Freddie\Mac (FRE.N) on Wednesday said it may face civil action from the\U.S. Securities and Exchange Commission for possible violations\of securities laws.
2633,"Freddie Mac Says May Face SEC Action  LOS ANGELES (Reuters) - Mortgage finance company Freddie  Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt; on Wednesday said it may face civil action from the  U.S. Securities and Exchange Commission for possible violations  of securities laws."
2634,GOP Incumbent Wins Wyo. Primary for House (AP) AP - Incumbent Republican Rep. Barbara Cubin easily fended off four GOP challengers to earn a shot at a sixth term in November's general election.
2635,"SEC Gives the Thumbs Up to Google #39;s IPO Earlier Wednesday, Google cut the range of its IPO price to \$85-\$95 per share from \$108-\$135 per share and the number of shares that will be sold from 25.7 million to 19.6 million. The cuts mean Google could raise about \$1.8 billion in ..."
2636,Parmalat Sues Grant Thornton and Deloitte Italian-based Parmalat is suing its former auditors -- Grant Thornton International and Deloitte Touche Tohmatsu -- for billions of dollars in damages. Parmalat blames its demise on the two companies #39; mismanagement of its finances.
2637,"Broadband Reaches Critical Mass Nielsen//NetRatings is reporting that broadband connections for the first time reached 51 percent of the American online population at home during the month of July, as compared to 38 percent last July. Sixty-three million Web ..."
2638,"Compuware Blasts IBM #39;s Legal Tactics Two years ago, IBM was ordered to produce the source code for its products, which Compuware identified as containing its pirated intellectual property. The code was missing. But lo and behold -- last week, they called and said they had it, quot; ..."
2639,"A brighter Outlook? The start-up company made its retail debut Wednesday with You Perform, a collection of more than a dozen add-ons for Outlook, the widely used e-mail and calendar application included in Microsoft Office."
2640,"Ford Drops Oracle-based Purchasing System Ford Motor Co. on Wednesday said it has scrapped a 5-year-old project to move suppliers over to an Internet-based purchasing system powered by Oracle Corp. software, deciding instead to revert back to its custom-built system."
2641,"Pakistani firms answer call for cell phones Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cell phone usage has remained low."
2642,"UPI NewsTrack Sports ATHENS, Greece, Aug. 18 (UPI) -- Paul Hamm produced an amazing comeback Wednesday night to become the first American male to win the Olympic gymnastics all-around gold medal."
2643,"Historic return but how much has it all changed? The occasion was clearly too much for Kristin Heaton, the first athlete for 1,611 years to compete at the original Olympic Games venue of Olympia. The American opened the women #39;s shot put competition yesterday, but could not ..."
2644,"England Beats Ukraine in World Cup Soccer Warm-Up (Update1) Aug. 18 (Bloomberg) -- Shaun Wright-Phillips scored in his international debut as England beat Ukraine 3-0 in a warm-up for soccer World Cup qualifying, while Italy lost 2-0 to Iceland."
2645,"Naked ambition finally earns reward for Williamson For eight years Alison Williamson has been all too aware that the only time she imposed herself on the national consciousness was when she posed nude for a glossy magazine. As of yesterday, she will be remembered as an Olympic bronze ..."
2646,Doubts over Sadr peace deal The radical Shia cleric Moqtada al-Sadr was reported last night to have accepted a peace deal that could end the violent two-week uprising in Najaf and see his militia leave the city #39;s Imam Ali Shrine.
2647,"Typhoon Megi claims six lives Heavy rains from Typhoon Megi pounded Shikoku island in western Japan, killing at least six people, the Mainichi Shimbus reported Wednesday."
2648,"Freddie Mac May Face SEC Civil Action  LOS ANGELES (Reuters) - Freddie Mac &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FRE.N target=/stocks/quickinfo/fullquote""&gt;FRE.N&lt;/A&gt;, the No. 2 U.S.  mortgage finance company, on Wednesday said it may face civil  action from the U.S. Securities and Exchange Commission for  possible violations of securities laws."
2649,"IBM tightening Eclipse, Java, Linux links IBM on Thursday will announce the release of a free tools bundle for Eclipse to make it easier to deploy Java applications on Linux."
2650,"Callahan Gets 'Fresh Start' With 'Huskers (AP) AP - Ten days after getting run out of Oakland, Bill Callahan walked into Lincoln and took over one of the nation's most high-profile college football programs. Time will tell whether it's a soft landing for the man who two years ago led the Raiders to the Super Bowl."
2651,"Security aide says US will be stronger in Korea after troop withdrawal (AFP) AFP - US national security advisory Condoleezza Rice said that US military power on the Korean peninsula will be stronger even if 12,000 troops are withdrawn under a controversial troop withdrawal plan."
2652,Oil soars above 47 on US supply jitters PARIS Oil prices climbed to another high on Wednesday after figures showed US crude supplies were down for a third straight week while a report from OPEC highlighted the threat of high oil prices for world economies.
2653,Barclays set to purchase credit card company LONDON Barclays said Wednesday it would buy the US credit card company Juniper Financial for \$293 million as part of its international expansion plan.
2654,Bank Of America Layoffs Effect Fleet Banks Employees Bank of America acquired Boston-based Fleet Financial Corporation last Spring -- promising at the time there would be no job cuts from the merger.
2655,Inflation slows across euro region BRUSSELS Inflation in the 12 countries sharing the euro slowed for a second month in July as faltering consumer demand deterred companies from passing on rising energy costs. But economists said higher oil prices may fuel a reversal of that trend as the ...
2656,"Microsoft delays upgrade REDMOND, Washington Microsoft has delayed the automated distribution of a major security upgrade to its Windows XP Professional computer operating system, citing a desire to give companies more time to test it."
2657,"Half of US web users use Broadband internet connection A small majority of US Internet users are connected with broadband service for the first time. 51 percent of home Internet connections are broadband services in July, according to a Nielsen/NetRatings report."
2658,"Mars Hills, Crater Yield Evidence of Flowing Water LOS ANGELES (Reuters) - The hills of Mars yielded more tantalizing clues about how water shaped the Red Planet in tests by NASA #39;s robotic geologist, Spirit, while its twin, Opportunity, observed the deep crater it climbed into two months ..."
2659,"Compuware asks court to sanction IBM An emergency motion was filed Friday the 13th of August in US District Court of Eastern Michigan, Compuware said that IBM failed to provide essential evidence, which includes several pieces of disputed software source code, until after the case #39;s ..."
2660,"Microsoft Previews 64-Bit XP, Promises No Price Hikes It posted a free beta version, and said the new edition would be priced at the same level as the 32-bit edition."
2661,"Less Outlook clutter with new add-on Toolkit You Software, a small Oregon based company, released a set of add-on tools for Microsoft Outlook, an e-mail client, on Wednesday."
2662,"Brazil hit Haiti for six in Peace Match PORT-AU-PRINCE, Aug 18 (Reuters) - Ronaldinho scored a hat-trick as world champions Brazil cantered to a 6-0 win over Haiti in a friendly dubbed the Peace Match on Wednesday."
2663,"Berlusconi shrugs off fears of new terror threat after Sardinia bomb scare Silvio Berlusconi brushed off fears yesterday of a fresh terrorist threat in Italy, insisting he would finish his holiday in Sardinia despite a bomb scare in the seaside town where Tony Blair ended a flying visit yesterday."
2664,Iraqi group threatens to kill missing journalist BAGHDAD - A militant group has released a video saying it kidnapped a missing journalist in Iraq and would kill him unless US forces left Najaf within 48 hours.
2665,"Medtronic Net Up on Higher ICD Sales  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on surprisingly brisk demand  for devices that slow racing heartbeats, offsetting a  weaker-than-expected performance in some of its other  businesses."
2666,"Health Highlights: Aug. 18, 2004 Here are some of the latest health and medical news developments, compiled by editors of HealthDay:    -----       Greek Athletes Who Missed Drug Test Quit Games      The two Greek athletes who missed a drug test on Aug. 12 have withdrawn from the Olympic Games..."
2667,"Google Gets IPO Go-Ahead After rocky road to public offering, search engine proceeds--but what will it do with its windfall?"
2668,"New Program Lets People Design 3-D Objects Programs for computer-aided design, or CAD, have been around for decades, but eMachineShop.com appears to be the first service that checks whether a design can be made, tells the customer how much it will cost. If the customer wants the item the design goes to a ""real world"" machine shop for manufacturing."
2669,New Target Price Could Make Google a Bargain By MICHAEL J. MARTINEZ     NEW YORK (AP) -- The e-mail that popped into my inbox early Wednesday morning was the latest in a string of surprises in Google's long-awaited IPO...
2670,Pakistan's Ruling Party Claims Win in Vote (AP) AP - The ruling party claimed victory Wednesday in special elections designed to clear the path for Pakistan's finance minister to be elevated to prime minister. The opposition said the vote was rigged.
2671,"Corzine Indicates He Will Not Seek Governorship of New Jersey Senator Jon S. Corzine said that Gov. James E. McGreevey had told him he was determined to hold office until Nov. 15, removing the possibility of a special election."
2672,"Stocks Near Flat; J J Pressures Dow  NEW YORK (Reuters) - U.S. stocks were little changed on  Tuesday, with oil prices dropping below \$42 a barrel helping to  support markets, but Johnson   Johnson &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JNJ.N target=/stocks/quickinfo/fullquote""&gt;JNJ.N&lt;/A&gt; put pressure on  the Dow following a report of a possible \$24 billion takeover  of cardiovascular device maker Guidant Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GDT.N target=/stocks/quickinfo/fullquote""&gt;GDT.N&lt;/A&gt;."
2673,"Google Gets IPO Go-Ahead (PC World) PC World - After rocky road to public offering, search engine proceeds--but what will it do with its windfall?"
2674,"Bedrock in Mars' Gusev Crater Hints at Watery Past Now that NASA's Mars Exploration Rover Spirit is finally examining bedrock in the ""Columbia Hills,"" it is finding evidence that water thoroughly altered some rocks in Mars' Gusev Crater."
2675,"Venezuela Opposition Refuses Recall Audit (AP) AP - Maintaining that a failed referendum to oust Venezuela's president was rigged against them, opposition leaders Wednesday refused to participate in a partial audit of the results as proposed by former President Jimmy Carter."
2676,"Bush Says Importing Medicines 'Makes Sense' if Safe (Reuters) Reuters - President Bush, facing growing\anger among senior citizens over the high cost of prescription\drugs and a virtual revolt by some states, conceded on\Wednesday it ""makes sense"" for Americans to be able to import\cheaper medicines as long as they are safe."
2677,"Ghana election draws strong turnout Snaking lines of hundreds of voters built up at balloting places across Ghana on Tuesday, as the first sub-Saharan country to gain independence voted for president."
2678,"#39;The world is more dangerous #39; The war on terror has made the world a more dangerous place, Pakistan #39;s president has said. General Pervez Musharraf said the world was  quot;absolutely quot; less safe, because the war was not addressing the causes of terrorism."
2679,"Finnish Students Rank #1 in the World Which country has the smartest students in the world? According to a study conducted by the Organization for Economic Co-Operation and Development, pupils in Finland tested higher than those in any other country."
2680,"Australia  amp; New Zealand Aug. 18 (Bloomberg) -- Andrew Mohl (left), chief executive of AMP Ltd., talks with Bloomberg #39;s Kevin Foley in Sydney about first-half profit, investment fees and the strategy for its 10-percent stake in HHG Plc. AMP, Australia #39;s largest life insurer, ..."
2681,"Freddie Mac faces SEC action LOS ANGELES (Reuters) - Freddie Mac, the No. 2 US mortgage finance company, said Wednesday it may face civil action from the Securities and Exchange Commission for possible violations of securities laws."
2682,"Bank of England Should Take a Breather at 4.75 Aug. 19 (Bloomberg) -- It #39;s time for the Bank of England to take a breather, chill out and learn to stop worrying about the ghost of inflation past."
2683,"Ford Drops Oracle-based Purchasing System Ford Motor Co. on Wednesday said it has scrapped a five-year-old project to move suppliers over to an Internet-based purchasing system powered by Oracle software, deciding instead to revert back to its custom-built ..."
2684,Seiko Epson unveils latest mini robot helicopter Japanese company Seiko Epson says it has developed a mini helicopter that is the lightest of its kind and can be used for lifesaving and surveillance.
2685,Team GB Hoping for More Olympic Success Team GB will be hoping for more of the same at the Olympics today after finally delivering on the big stage with a four-medal haul.
2686,"Paes-Bhupathi overcome injury scare and Federer Athens, Aug 19. (PTI):Leander Paes and Mahesh Bhupathi overcame an injury scare and world number one singles #39; player Roger Federer of Switzerland to advance to the quarterfinals of the men #39;s doubles tennis event at the Olympic Games here on Wednesday."
2687,"Al-Sadr agrees to peace plan BAGHDAD, Iraq - Radical Shiite Muslim cleric Muqtada al-Sadr, whose militia has been fighting American and Iraqi forces for almost two weeks in Najaf, agreed Wednesday to a peace plan proposed by an Iraqi national ..."
2688,"Barghouti may be ready to quit PA race Jailed Fatah leader Marwan Barghouti may be close to withdrawing from the race for Palestinian Authority president. Hatem Abdel Kader, a member of Fatah #39;s"
2689,"Bush speaks of 'Soviet dinar' in speech about Iraq (AFP) AFP - US President George W. Bush spoke of ""the Soviet dinar,"" even though dinars are the Iraqi currency."
2690,"Google Lowers Expectations for Its Value (AP) AP - Google Inc. dramatically lowered expectations for the Internet search giant's value Wednesday ahead of its much ballyhooed coming out party in the public markets. The offering is still one of the biggest and highly anticipated for an Internet company, surpassing the hot issues of the dot-com boom."
2691,"End of the line for HP's Alpha The last processor of the chip family is due Monday, signaling the end of a dynasty that never was."
2692,"Hamm Wins All-Around Gymnastics Title (AP) AP - With his medal hopes all but gone after he hit the judges' table on his vault landing, Paul Hamm performed two of the most spectacular routines of his career to win the men's all-around gymnastics title by the closest Olympics margin ever."
2693,"Iraq Cleric Agrees to End Uprising, Fighting Rages On (Reuters) Reuters - A radical Iraqi cleric leading a\Shi'ite uprising agreed on Wednesday to disarm his militia and\leave one of the country's holiest Islamic shrines after\warnings of an onslaught by government forces."
2694,"Wen Ho Lee Reporters Held in Contempt (AP) AP - A federal judge held five reporters in contempt Wednesday for refusing to identify their sources for stories about Wen Ho Lee, a former nuclear weapons scientist once suspected of spying."
2695,"Sharon's Party Rebels, Imperils Gaza Pullout Plan  JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon's  Likud party has dealt a serious setback to his plan to evacuate  occupied Gaza by voting to bar him from forging a broad  coalition with the Labour opposition."
2696,"IMlogic unveils IM, P2P threat-detection network DECEMBER 07, 2004 (COMPUTERWORLD) - IMlogic Inc. and several partners today unveiled a new instant messaging  quot;threat center quot; clearinghouse aimed at fighting IM viruses, malicious software code and spam before they occur."
2697,"Firewall Protection Without the Conflicts . I understand that Microsoft #39;s Service Pack 2 for Windows XP, a new update, includes improved firewall protection. I currently use Norton Personal Firewall; will any incompatibility result when both firewalls are installed, and is one ..."
2698,"Worst-case scenario comes to pass for US tennis Second-ranked Andy Roddick overplayed this summer and hasn #39;t scored a big win since March and for the first time since she became a legitimate pro, four-time Grand Slam champion Venus Williams has become vulnerable to anyone inside of the top 40."
2699,Americans Smash Last East German Swim World Record ATHENS (Reuters) - The last long-course world swimming record held by now discredited Communist East Germany was finally consigned to history by an American quartet at the Olympics on Wednesday.
2700,"Expos #39; Move Remains Undecided ommissioner Bud Selig #39;s three-year contract extension, the start of a television network and a World Cup tournament are likely to gain overwhelming approval from baseball #39;s owners this week, while a decision on the future home of ..."
2701,"Arafat admits he has made many mistakes Yasser Arafat, the Palestinian leader, issued an unprecedented mea culpa yesterday, admitting that he had made mistakes and promising to rectify them."
2702,"Nepal closes for business as Maoist blockades cut off capital Threats from Maoist rebels in Nepal brought business in the Himalayan kingdom to a halt yesterday, as traffic blockades kept supplies from the capital, Kathmandu. There is only about 10 weeks #39; worth of food in the city, and many travellers ..."
2703,"Typhoon lashes southern Japan; 8 dead TOKYO -- Heavy rain fueled by a typhoon lashed southern Japan, leaving eight people dead and causing landslides and blackouts, officials said Thursday. Two people were missing."
2704,"Regulators to Widen Mutual Fund Probe (Reuters) Reuters - Misconduct in the U.S. mutual fund\industry is not limited to fund share trading; it's not even\limited to funds, say market regulators."
2705,"Third-Quarter Productivity Slows to 1.8 The productivity of America #39;s workers grew at a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the government reported Tuesday."
2706,"Lindows postpones IPO indefinitely Lindows, the Linux-based software developer best known for its legal battles with Microsoft Corp., has indefinitely shelved its plans to become a publicly traded company due to ""current adverse market conditions,"" it announced Wednesday."
2707,"Credit Suisse to merge CSFB Credit Suisse Group, Switzerland #39;s second-biggest bank, plans to combine its Credit Suisse First Boston (CSFB) securities unit with its banking business in the next two years to boost earnings."
2708,"Sharon seeks support for planned coalition; Gaza violence kills &lt;b&gt;...&lt;/b&gt; JERUSALEM (AFP) - Israeli Prime Minister Ariel Sharon tried to rally support for the building of a new coalition to implement his planned pullout from Gaza, where two Palestinian militants and an Israeli soldier were killed in a new upsurge of violence."
2709,"The Investment Column: BHP buoyed by China recovery Like the big oil companies, the world #39;s mining majors are experiencing an embarrassment of riches due to very high commodity prices. BHP Billiton is in the happiest position: it is both the world #39;s biggest miner and has a substantial oil production ..."
2710,"Barclays buys US credit card firm Barclaycard, the UK #39;s largest credit card provider, moved closer to making its first steps in the US market yesterday as its parent group, Barclays, snapped up Juniper Financial Corporation, the North American consumer credit firm, for ..."
2711,"Medtronic Net Up on Higher ICD Sales CHICAGO (Reuters) - Medtronic Inc. (MDT.N: Quote, Profile, Research) on Wednesday said its quarterly earnings rose on surprisingly brisk demand for devices that slow racing heartbeats, offsetting a weaker-than-expected performance in some ..."
2712,"End of the line for HP #39;s Alpha Hewlett-Packard will release its final Alpha processor on Monday, the beginning of the end for a chip dynasty that never was."
2713,"Soccer: Beckham and Owen lead England to World Cup warm-up win NEWCASTLE, ENGLAND - England deservedly beat Ukraine 3-0 today in their only soccer  quot;friendly quot; before the start of their 2006 World Cup qualifying programme next month."
